Location_Name,County,Utilities,Type,Address,Latitude,Longitude,url,Languages,Clients
Bethamangalam Palar Dam,,,Water_Activities,"Water_Activities, all",13.027287,78.335861,www.google.com,,
Bhadra Dam,,,Water_Activities,"Water_Activities, all",13.7,75.64,www.google.com,,
Bhadra Reservoir,,,Water_Activities,"Water_Activities, all",13.684494,75.585889,www.google.com,,
Bhadra Wildlife Sanctuary,,,National_Park,"National_Park, all",13.446887,75.574247,www.google.com,,
Bhadravati,,Public Transport,,", all",13.8426425,75.7034692,www.google.com,,
Bhadravati KSRTC Bus Public Transport,,Public Transport,,", all",13.8430708,75.6962165,www.google.com,,
Bhagini Ikon,,Hotel,,", all",12.95548952,77.71434897,www.google.com,,
Bhagini Residency,,Hotel,,", all",12.98961591,77.71319178,www.google.com,,
Bhagwan Bahubali Statue,,,Heritage,"Heritage, all",13.013418,75.143775,www.google.com,,
Bhagwan Bahubali Statue,,,Heritage,"Heritage, all",13.013418,75.143775,www.google.com,,
Bhagyalaxmi petrol pump,,Fuel Station,,", all",15.3581389,75.1468277,www.google.com,,
Bhalki,,Public Transport,,", all",18.0470691,77.2281379,www.google.com,,
Bhanapur,,Public Transport,,", all",15.3865703,76.0389709,www.google.com,,
Bhanavi Hospital,,Hospital,,", all",12.29269305,76.62714885,www.google.com,,
Bharani Fuel Station / Gas Station,,Fuel Station,,", all",13.4426713,74.737185,www.google.com,,
Bharat petrol / Gas Station,,Fuel Station,,", all",12.896786,74.8763294,www.google.com,,
Bharat Petrol Pump,,Fuel Station,,", all",12.9599025,77.5328566,www.google.com,,
Bharat Petrol Pump,,Fuel Station,,", all",13.015269,77.6664755,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.97175996,77.65444353,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.88743824,77.7360102,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.87520324,77.64848487,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.87446021,74.83988758,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.13445592,76.91937169,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",14.196441,76.4404304,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",14.19621525,76.44052055,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.18921664,77.645415,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.99723594,77.54680321,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.99188535,77.6038854,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.92566419,77.60012877,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9121751,77.4847186,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.92078757,77.62083004,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.19003457,76.79598819,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.97355282,77.61384635,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.96778537,77.65597299,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.00282793,76.10785002,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.95995262,77.64957677,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.8821434,77.6249568,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.91994194,77.65132644,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.84093289,77.41981261,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.02645573,77.6351549,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0280372,77.5862358,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.02231905,77.5330518,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.21873016,76.62666051,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.60674247,77.05228796,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.38954993,77.05869269,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.99088749,77.61383646,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.96187559,77.56417471,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.93875656,77.63071849,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.98146176,77.63094781,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.84438225,77.67233525,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9572059,76.58506041,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.99389415,76.0750983,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.99819315,76.07962983,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.99123985,77.72178349,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.11358822,77.81672485,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.84264198,77.58866307,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.06460969,77.64601151,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.06768981,77.63079467,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9365895,77.5804447,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9356671,77.6144578,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9966627,77.5400464,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0096888,77.5624992,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9758396,77.5985677,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.2685215,76.6371599,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0695396,77.5627746,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9090166,77.6280806,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.3420732,74.7475447,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9882804,77.5773698,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.067641,74.9938014,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.8101289,77.6651669,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.5066833,77.7582452,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.8425227,75.6975483,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9479149,77.5794869,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0426689,77.5568435,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.8839325,77.5961397,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.3509899,75.1267862,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.1540894,75.1426573,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.3088233,76.4752593,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",14.0444868,76.1796669,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0183078,77.6780058,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0241029,77.6946499,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.9169818,75.0738429,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0199334,76.1344494,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",16.7562165,77.1432039,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.929294,77.514378,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9587743,77.5824778,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",14.1961648,76.4404969,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.3128198,76.6462771,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9503183,74.809761,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.3354539,77.0867955,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.3432825,77.0612612,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.3255323,76.6584904,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.1452642,77.3423802,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.3079278,75.146835,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.104848,77.3813413,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0198374,76.1147676,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.4181818,75.0443562,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.00157,77.6315189,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9602862,77.5570381,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.3433478,77.1102021,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.7451257,76.898158,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0561612,77.6324911,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9434017,77.5771336,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",14.5741476,74.3835854,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0053314,77.5937908,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.3891224,75.1030519,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",16.3763294,74.3960162,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.8372669,74.50745,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0679145,77.6297271,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9951873,77.5219448,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.0329988,77.5991477,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.5810006,77.5068063,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.4925491,77.5136436,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.436039,77.5112049,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.7228713,75.4633464,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.7227171,77.2756729,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.6233731,77.0971906,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.4150348,77.0406336,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.7907148,77.3778892,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",12.9285826,77.5028976,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",15.357923,75.1874971,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.7817149,74.6380034,www.google.com,,
Bharat Petroleum,,Fuel Station,,", all",13.8538039,74.6303025,www.google.com,,
Bharat Petroleum Corporation Limited,,Fuel Station,,", all",17.8210018,76.9366574,www.google.com,,
Bharat Petroleum Corporation Limited,,Fuel Station,,", all",17.7090857,77.403581,www.google.com,,
Bharat Petroleum Petrol Pump,,Fuel Station,,", all",13.0038633,77.6572858,www.google.com,,
Bharat Petroleum Pump,,Fuel Station,,", all",13.0042943,77.7122219,www.google.com,,
Bharath Petrol,,Fuel Station,,", all",12.6841127,75.6092325,www.google.com,,
Bharath Petrol Bunk,,Fuel Station,,", all",12.91527732,77.55881466,www.google.com,,
Bharath Petrol bunk,,Fuel Station,,", all",12.3086829,76.290608,www.google.com,,
Bharath Petrol bunk,,Fuel Station,,", all",12.3124486,76.2884162,www.google.com,,
Bharath Petrol bunk,,Fuel Station,,", all",13.1705841,77.3287396,www.google.com,,
Bharath Petroleum,,Fuel Station,,", all",13.32839083,77.13076905,www.google.com,,
Bharath Petroleum,,Fuel Station,,", all",12.87361033,74.85134772,www.google.com,,
Bharath Petroleum,,Fuel Station,,", all",13.0060748,77.5788458,www.google.com,,
Bharath Petroleum,,Fuel Station,,", all",12.8824255,75.0285346,www.google.com,,
Bharath Petroleum,,Fuel Station,,", all",12.8618198,76.479166,www.google.com,,
Bharath Petroleum,,Fuel Station,,", all",12.9079436,77.5710404,www.google.com,,
Bharati Petrol / Gas Station,,Fuel Station,,", all",12.9822546,77.5940974,www.google.com,,
Bharatiya Petroleum,,Fuel Station,,", all",12.3385181,76.0977338,www.google.com,,
Bhargavi Petrol / Gas Station,,Fuel Station,,", all",13.9404764,75.5496823,www.google.com,,
Bhatkal,,,,", all",13.997762,74.540469,www.google.com,,
Bhatkal,,Public Transport,,", all",13.9893566,74.5656301,www.google.com,,
Bheemeshwari Fishing & Nature Camp,,,,", all",12.31221,77.274099,www.google.com,,
Bichali,,,,", all",15.956244,77.315812,www.google.com,,
Bidadi,,Public Transport,,", all",12.8006228,77.3901726,www.google.com,,
Bidar,,Public Transport,,", all",17.9118862,77.5154346,www.google.com,,
Bidar Fort,,,Heritage,"Heritage, all",17.923548,77.526113,www.google.com,,
Bijapur,,,,", all",16.83,75.71,www.google.com,,
Bijoor,,Public Transport,,", all",13.8220069,74.6426189,www.google.com,,
Bilgi ATM,,atm,,", all",14.35878773,74.8002008,www.google.com,,
Biligiri Rangaswamy Temple,,,Spiritual,"Spiritual, all",12.00006,77.13836,www.google.com,,
Binkadakatti,,Public Transport,,", all",15.4366971,75.5960923,www.google.com,,
Birur Junction,,Public Transport,,", all",13.5932294,75.973015,www.google.com,,
Bisanattam,,Public Transport,,", all",12.8422451,78.2498583,www.google.com,,
Bisle Ghat,,,,", all",12.709297,75.677445,www.google.com,,
Bisle Ghat Rd,,,,", all",12.723184,75.725226,www.google.com,,
BOB,,atm,,", all",13.10384963,77.5744911,www.google.com,,
Bollaje Falls,,,Waterfalls,"Waterfalls, all",13.119521,75.3241,www.google.com,,
Bommagundanakere,,Public Transport,,", all",14.5878063,76.6803357,www.google.com,,
BP,,Fuel Station,,", all",13.7061629,76.915026,www.google.com,,
BP,,Fuel Station,,", all",13.055633,77.606581,www.google.com,,
BP and HP,,Fuel Station,,", all",14.0240555,75.914728,www.google.com,,
BP Fuel Station Station,,Fuel Station,,", all",13.31204764,76.95446154,www.google.com,,
BP Gas Station,,Fuel Station,,", all",15.3803894,75.1275609,www.google.com,,
BP petrol pump,,Fuel Station,,", all",12.9851341,77.5433278,www.google.com,,
BP petrol pump,,Fuel Station,,", all",15.3509589,75.1090193,www.google.com,,
BP petrol pump,,Fuel Station,,", all",15.3658877,75.1498961,www.google.com,,
BPCL Petrol bunk,,Fuel Station,,", all",12.30848061,76.66900007,www.google.com,,
BPCL petrol pump,,Fuel Station,,", all",14.2211308,76.4074713,www.google.com,,
BPL Gas Station,,Fuel Station,,", all",16.74888541,77.13373136,www.google.com,,
BR Hills,,,Hiking,"Hiking, all",11.799922,77.224387,www.google.com,,
Brahma Jinalaya (Basadi),,,,", all",15.389455,75.714024,www.google.com,,
Brahmagiri,,,,", all",12.386828,75.490586,www.google.com,,
Brahmagiri Hill,,,Hiking,"Hiking, all",13.355717,77.671516,www.google.com,,
Brahmagiri Wildlife Sanctuary,,,National_Park,"National_Park, all",12.172649,75.644084,www.google.com,,
Brindavan Gardens,,,Parks,"Parks, all",12.424148,76.573025,www.google.com,,
Brindavan Hospital,,Hospital,,", all",12.32289615,76.62683945,www.google.com,,
Brindavan Hotel,,Hotel,,", all",15.45411327,75.00750186,www.google.com,,
Budagumpa,,Public Transport,,", all",15.3957344,76.2971916,www.google.com,,
Bugle Rock Park,,,Parks,"Parks, all",12.943031,77.569465,www.google.com,,
Bull Temple Bus Stop,,,Spiritual,"Spiritual, all",12.947122,77.567739,www.google.com,,
Bull Temple Filling Station,,Fuel Station,,", all",12.9462008,77.5679859,www.google.com,,
Bunk,,Fuel Station,,", all",14.783697,75.9966695,www.google.com,,
Burude Jog falls,,,Waterfalls,"Waterfalls, all",14.391198,74.746159,www.google.com,,
Byadarahalli,,Public Transport,,", all",12.501991,76.7522213,www.google.com,,
Byadgi,,Public Transport,,", all",14.6991545,75.489622,www.google.com,,
Byatrayanahalli,,Public Transport,,", all",12.9955268,78.0174938,www.google.com,,
C.M.Hubli Petrol / Gas Station,,Fuel Station,,", all",15.3656007,75.1228461,www.google.com,,
Caltex,,Fuel Station,,", all",13.6882881,75.247703,www.google.com,,
Canara Bank,,atm,,", all",13.01465503,77.5678658,www.google.com,,
Canara Bank,,atm,,", all",12.97770903,77.5722837,www.google.com,,
Canara Bank,,atm,,", all",12.95325253,77.57754,www.google.com,,
Canara Bank,,atm,,", all",13.04930973,77.5928667,www.google.com,,
Canara Bank,,atm,,", all",12.98551103,77.5889985,www.google.com,,
Canara Bank,,atm,,", all",12.97847253,77.5696765,www.google.com,,
Canara Bank,,atm,,", all",13.06684493,77.6093403,www.google.com,,
Canara Bank,,atm,,", all",12.88957513,77.5630383,www.google.com,,
Canara Bank,,atm,,", all",12.90832133,77.5641425,www.google.com,,
Canara Bank,,atm,,", all",12.92877073,77.5824139,www.google.com,,
Canara Bank,,atm,,", all",13.19902573,77.7042304,www.google.com,,
Canara Bank,,atm,,", all",12.98567243,77.5420617,www.google.com,,
Canara Bank,,atm,,", all",12.91651493,77.6355307,www.google.com,,
Canara Bank,,atm,,", all",13.09812643,77.3953012,www.google.com,,
Canara Bank,,atm,,", all",13.02338263,77.5508348,www.google.com,,
Canara Bank,,atm,,", all",12.31642883,76.6455443,www.google.com,,
Canara Bank,,atm,,", all",12.94567923,77.5960812,www.google.com,,
Canara Bank,,atm,,", all",12.97624123,77.5287549,www.google.com,,
Canara Bank,,atm,,", all",12.97991183,77.5541722,www.google.com,,
Canara Bank,,atm,,", all",12.89194153,77.5817506,www.google.com,,
Canara Bank,,atm,,", all",13.03243603,77.6088298,www.google.com,,
Canara bank,,atm,,", all",13.06027563,77.5051478,www.google.com,,
Canara Bank,,atm,,", all",12.93733323,77.5582484,www.google.com,,
Canara Bank,,atm,,", all",12.94378573,77.6236824,www.google.com,,
Canara Bank,,atm,,", all",12.89723033,77.6459233,www.google.com,,
Canara Bank,,atm,,", all",12.90347413,77.6256178,www.google.com,,
Canara Bank,,atm,,", all",12.90627833,77.6274095,www.google.com,,
Canara Bank,,atm,,", all",12.90295003,77.6242795,www.google.com,,
Canara Bank,,atm,,", all",12.83553363,77.6844678,www.google.com,,
Canara Bank,,atm,,", all",12.87777043,77.6386842,www.google.com,,
Canara Bank,,atm,,", all",12.92463423,77.5880408,www.google.com,,
Canara Bank,,atm,,", all",13.84280693,75.695705,www.google.com,,
Canara Bank,,atm,,", all",12.95671623,77.5334964,www.google.com,,
Canara Bank,,atm,,", all",15.26663973,76.400044,www.google.com,,
Canara Bank,,atm,,", all",15.27470783,76.3898773,www.google.com,,
Canara Bank,,atm,,", all",12.95752173,77.7009254,www.google.com,,
Canara Bank,,atm,,", all",12.84932233,74.8465347,www.google.com,,
Canara Bank,,atm,,", all",12.98978613,74.8005447,www.google.com,,
Canara Bank,,atm,,", all",12.93920653,77.5827357,www.google.com,,
Canara Bank,,atm,,", all",12.93002733,77.5842892,www.google.com,,
Canara Bank,,atm,,", all",13.84647853,75.7083311,www.google.com,,
Canara Bank,,atm,,", all",13.03353773,77.5307804,www.google.com,,
Canara Bank,,atm,,", all",13.03765453,77.5221145,www.google.com,,
Canara Bank,,atm,,", all",12.29214343,76.6250412,www.google.com,,
Canara Bank,,atm,,", all",12.97917213,77.5934264,www.google.com,,
Canara Bank,,atm,,", all",12.41988013,76.6915039,www.google.com,,
Canara Bank,,atm,,", all",12.98336143,77.6033233,www.google.com,,
Canara Bank,,atm,,", all",12.97329683,77.6147077,www.google.com,,
Canara Bank,,atm,,", all",14.45815933,75.9299919,www.google.com,,
